-4.197819386460083790e-01,2.848298609673566850e-01,-1.287909498957748422e+00,-2.725985670699254126e-01,-1.442174325553000624e-01,4.136718893017464760e-01,-1.200134161980507957e-01,1.402136034929299113e-01,-9.828428567665046245e-01,-6.666082090210975197e-01,-1.459000380277208686e+00,4.410519326070420632e-01,-1.075562304567865946e+00,2.400000000000000000e+01
-4.173392644935286500e-01,-4.877223646701313031e-01,-5.933810131002436039e-01,-2.725985670699254126e-01,-7.402622069004892724e-01,1.942744531816161524e-01,3.671664185317731754e-01,5.571598750882438278e-01,-8.678825041257622885e-01,-9.873294849629989933e-01,-3.030941480165106339e-01,4.410519326070420632e-01,-4.924393657352952314e-01,2.160000000000000142e+01
-4.173415919581808242e-01,-4.877223646701313031e-01,-5.933810131002436039e-01,-2.725985670699254126e-01,-7.402622069004892724e-01,1.282713681725639043e+00,-2.658117608982171198e-01,5.571598750882438278e-01,-8.678825041257622885e-01,-9.873294849629989933e-01,-3.030941480165106339e-01,3.964269940902649947e-01,-1.208727398772419415e+00,3.470000000000000284e+01
-4.167504159365230665e-01,-4.877223646701313031e-01,-1.306877713907638405e+00,-2.725985670699254126e-01,-8.352838375932000181e-01,1.016302509294052969e+00,-8.098885106329840600e-01,1.077736618930482670e+00,-7.529221514850199526e-01,-1.106115142719258815e+00,1.130320955973400099e-01,4.161628391345399969e-01,-1.361516822649222913e+00,3.339999999999999858e+01
-4.124818457643954495e-01,-4.877223646701313031e-01,-1.306877713907638405e+00,-2.725985670699254126e-01,-8.352838375932000181e-01,1.228576652033659622e+00,-5.111797068570335112e-01,1.077736618930482670e+00,-7.529221514850199526e-01,-1.106115142719258815e+00,1.130320955973400099e-01,4.410519326070420632e-01,-1.026501480387240983e+00,3.620000000000000284e+01
-4.170436764826996878e-01,-4.877223646701313031e-01,-1.306877713907638405e+00,-2.725985670699254126e-01,-8.352838375932000181e-01,2.070963812665580772e-01,-3.511571334056314830e-01,1.077736618930482670e+00,-7.529221514850199526e-01,-1.106115142719258815e+00,1.130320955973400099e-01,4.105710163719955563e-01,-1.043322334392026818e+00,2.869999999999999929e+01
-4.102428247689828278e-01,4.877223646701314697e-02,-4.766535364855368773e-01,-2.725985670699254126e-01,-2.651540534369326574e-01,-3.884109453452248006e-01,-7.022861556872603273e-02,8.392439220209300110e-01,-5.230014462035352807e-01,-5.775189657039027091e-01,-1.505236629567637152e+00,4.267982667417328790e-01,-3.126761843742091596e-02,2.289999999999999858e+01
-4.036956667023552936e-01,4.877223646701314697e-02,-4.766535364855368773e-01,-2.725985670699254126e-01,-2.651540534369326574e-01,-1.604655571684656945e-01,9.788082548349092971e-01,1.024637886132402143e+00,-5.230014462035352807e-01,-5.775189657039027091e-01,-1.505236629567637152e+00,4.410519326070420632e-01,9.107002058305777581e-01,2.710000000000000142e+01
-3.959347358196075306e-01,4.877223646701314697e-02,-4.766535364855368773e-01,-2.725985670699254126e-01,-2.651540534369326574e-01,-9.312059009411309818e-01,1.117494485159457929e+00,1.087196464791555295e+00,-5.230014462035352807e-01,-5.775189657039027091e-01,-1.505236629567637152e+00,3.284479722710960670e-01,2.421773590593826242e+00,1.650000000000000000e+01
-4.007293130031314154e-01,4.877223646701314697e-02,-4.766535364855368773e-01,-2.725985670699254126e-01,-2.651540534369326574e-01,-3.998082147540627518e-01,6.160904216783985587e-01,1.329634725552711449e+00,-5.230014462035352807e-01,-5.775189657039027091e-01,-1.505236629567637152e+00,3.293251209397303203e-01,6.233439499154892482e-01,1.889999999999999858e+01
