-6.6381,3.1723,1
4.3956,3.6831,1
5.7158,2.6477,1
-5.4816,4.641,1
4.1558,2.9149,1
5.696,5.9196,1
-1.6946,1.7252,1
-3.2184,4.7432,1
2.0461,4.8018,1
2.7897,2.9852,1
-5.1505,1.4698,1
-4.2084,1.846,1
5.7484,3.0523,1
7.1349,1.8703,1
-1.3673,-0.71641,1
1.8558,3.6838,1
0.49369,1.0368,1
1.3572,2.6381,1
0.27829,1.7516,1
0.72797,1.7537,1
-4.6858,5.7322,1
-4.3979,6.0613,1
2.8072,4.9929,1
-2.6669,4.5236,1
2.0802,1.2681,1
-3.6332,3.4814,1
-5.21,2.4548,1
0.60063,0.95848,1
-2.1055,3.3221,1
-1.5813,-0.047008,1
6.4672,4.5096,1
-5.1883,4.4882,1
-2.1044,1.2504,1
-4.6994,2.2837,1
-1.0281,5.711,1
-9.7043,1.2251,1
0.071555,-0.039866,1
1.3374,4.3532,1
-3.1138,2.2866,1
-3.8865,1.0044,1
3.8025,1.1626,1
5.309,2.6645,1
0.23101,2.6843,1
-3.9523,1.5997,1
4.6707,2.8421,1
2.0607,1.9798,1
2.9023,2.1606,1
0.21773,2.7293,1
2.9571,2.4835,1
-2.3573,2.0147,1
1.5823,-1.3287,2
-0.97338,-1.4877,2
2.0911,-2.4573,2
0.83202,-0.58171,2
-1.5119,-1.5413,2
-3.418,-1.6642,2
-3.8099,-2.7362,2
-1.3941,-3.054,2
0.45613,-2.2119,2
2.5899,-1.7065,2
-0.7855,-3.9273,2
0.025044,-2.3866,2
0.43079,-0.94943,2
-2.9565,-3.795,2
2.8116,-1.1513,2
-0.17819,-0.35542,2
1.4236,-2.4727,2
0.024273,-3.3223,2
-0.45486,-2.6572,2
2.4727,-3.128,2
-3.1121,-2.6611,2
-4.5097,-2.3806,2
0.48741,-1.8071,2
2.1247,-4.0211,2
0.57789,-0.52939,2
0.49715,-3.4264,2
-1.7691,-1.9981,2
4.2645,-0.67056,2
-1.4745,-2.7048,2
1.276,-2.5964,2
-1.6893,-1.0705,2
-2.4287,-3.418,2
3.7076,-1.7962,2
-5.0435,-1.0783,2
3.7913,-1.5279,2
-0.11148,-1.4092,2
5.7755,-1.0993,2
0.75146,-2.4869,2
0.18345,-2.6408,2
3.5242,-0.48553,2
0.96561,-1.5187,2
-2.7066,-0.82987,2
-8.8269,-3.76,2
-2.3524,-2.8993,2
0.90397,-3.1026,2
3.4886,-1.8968,2
0.92685,-2.3842,2
0.35716,-0.74172,2
4.9696,-1.7289,2
2.832,-1.0453,2
